1,0.0024,0,0.064172,0.064172,1,20,1500,6,20,5,1e-06,15,6
1,0.0138,0,0.203734,0.203734,1,20,1500,6,20,5,3.16228e-06,15,6
1,0.0744,0,0.249579,0.249579,1,20,1500,6,20,5,1e-05,15,6
1,0.2328,0,0.258059,0.258059,1,20,1500,6,20,5,3.16228e-05,15,6
1,0.6804,0.000168359,0.262308,0.262476,1,20,1500,6,20,5,0.0001,15,6
0.997713,2.094,0.00138688,0.27024,0.271627,1,20,1500,6,20,5,0.000316228,15,6
0.994259,6.6504,0.0062831,0.297449,0.303732,1,20,1500,6,20,5,0.001,15,6
0.955681,20.895,0.0776461,0.457041,0.534687,1,20,1500,6,20,5,0.00316228,15,6
0.737822,33.8904,6929.21,1.76725,6930.98,1,20,1500,6,20,5,0.01,15,6
0.735313,33.8382,11970.1,1.77229,11971.8,1,20,1500,6,20,5,0.0316228,15,6
0.736289,33.8562,13566,1.7716,13567.8,1,20,1500,6,20,5,0.1,15,6
