1,0.0024,0,0.064172,0.064172,1,20,1500,6,20,5,1e-06,14,6
1,0.0138,0,0.202691,0.202691,1,20,1500,6,20,5,3.16228e-06,14,6
1,0.0744,0,0.249208,0.249208,1,20,1500,6,20,5,1e-05,14,6
1,0.2328,0,0.258667,0.258667,1,20,1500,6,20,5,3.16228e-05,14,6
1,0.6804,0.000163068,0.262567,0.26273,1,20,1500,6,20,5,0.0001,14,6
0.996573,2.094,0.00167599,0.270614,0.27229,1,20,1500,6,20,5,0.000316228,14,6
0.984982,6.6504,0.00671261,0.30269,0.309402,1,20,1500,6,20,5,0.001,14,6
0.905816,20.895,0.0962145,0.492213,0.588427,1,20,1500,6,20,5,0.00316228,14,6
0.873159,40.6506,5499.58,1.47405,5501.05,1,20,1500,6,20,5,0.01,14,6
0.873827,40.677,11500,1.47252,11501.5,1,20,1500,6,20,5,0.0316228,14,6
0.872767,40.6308,13429.5,1.47529,13431,1,20,1500,6,20,5,0.1,14,6
