1000 2 998 0.998 0.00276909 -3.0
1000 3 997 0.997 0.00338972 -2.9
1000 7 993 0.993 0.00516749 -2.8
1000 13 987 0.987 0.0070208 -2.6999999999999997
1000 20 980 0.98 0.00867729 -2.5999999999999996
1000 42 958 0.958 0.0124326 -2.4999999999999996
1000 59 941 0.941 0.0146042 -2.3999999999999995
1000 82 918 0.918 0.0170053 -2.2999999999999994
1000 124 876 0.876 0.0204277 -2.1999999999999993
1000 159 841 0.841 0.0226648 -2.099999999999999
1000 210 790 0.79 0.0252452 -1.9999999999999991
1000 258 742 0.742 0.0271186 -1.899999999999999
1000 330 670 0.67 0.0291441 -1.799999999999999
1000 391 609 0.609 0.030245 -1.6999999999999988
1000 454 546 0.546 0.0308589 -1.5999999999999988
1000 516 484 0.484 0.0309744 -1.4999999999999987
1000 572 428 0.428 0.0306673 -1.3999999999999986
1000 622 378 0.378 0.0300536 -1.2999999999999985
1000 671 329 0.329 0.0291216 -1.1999999999999984
1000 712 288 0.288 0.0280668 -1.0999999999999983
1000 757 243 0.243 0.0265832 -0.9999999999999982
1000 783 217 0.217 0.0255486 -0.8999999999999981
1000 819 181 0.181 0.0238637 -0.799999999999998
1000 838 162 0.162 0.0228368 -0.699999999999998
1000 866 134 0.134 0.0211138 -0.5999999999999979
1000 887 113 0.113 0.0196226 -0.4999999999999978
1000 904 96 0.096 0.018259 -0.3999999999999977
1000 922 78 0.078 0.0166214 -0.2999999999999976
1000 940 60 0.06 0.0147196 -0.1999999999999975
1000 954 46 0.046 0.012984 -0.09999999999999742
1000 960 40 0.04 0.0121457 2.6645352591003757e-15
1000 967 33 0.033 0.011072 0.10000000000000275
1000 978 22 0.022 0.00909153 0.20000000000000284
1000 980 20 0.02 0.00867729 0.30000000000000293
1000 986 14 0.014 0.00728213 0.400000000000003
1000 987 13 0.013 0.0070208 0.5000000000000031
1000 992 8 0.008 0.0055215 0.6000000000000032
1000 996 4 0.004 0.00391215 0.7000000000000033
1000 998 2 0.002 0.00276909 0.8000000000000034
1000 998 2 0.002 0.00276909 0.9000000000000035
1000 999 1 0.001 0.00195902 1.0000000000000036
1000 999 1 0.001 0.00195902 1.1000000000000032
1000 1000 0 0 0 1.2000000000000037
1000 1000 0 0 0 1.3000000000000043
1000 1000 0 0 0 1.400000000000004
1000 1000 0 0 0 1.5000000000000036
1000 1000 0 0 0 1.600000000000004
1000 1000 0 0 0 1.7000000000000046
1000 1000 0 0 0 1.8000000000000043
1000 1000 0 0 0 1.900000000000004
1000 1000 0 0 0 2.0000000000000044
1000 1000 0 0 0 2.100000000000005
1000 1000 0 0 0 2.2000000000000046
1000 1000 0 0 0 2.3000000000000043
1000 1000 0 0 0 2.400000000000005
