0.966443,3.04818,11212,3.93565,11215.9,1,20,150,6,20,10,0.01,0,1022,6
0.934997,4.27032,9844.85,2.8094,9847.66,1,20,150,6,20,10,0.01,0,510,6
0.885557,5.3058,8648.85,2.26058,8651.11,1,20,150,6,20,10,0.01,0,254,6
0.806258,5.8827,7987.3,2.03925,7989.34,1,20,150,6,20,10,0.01,0,126,6
0.71662,6.07344,7752.98,1.97443,7754.95,1,20,150,6,20,10,0.01,0,62,6
0.624218,5.97822,7861.2,2.00648,7863.21,1,20,150,6,20,10,0.01,0,30,6
0.544502,5.7849,8062.68,2.0707,8064.75,1,20,150,6,20,10,0.01,0,14,6
0.461827,5.45946,8420.78,2.19357,8422.98,1,20,150,6,20,10,0.01,0,6,6
0.372654,4.98168,8972.21,2.40562,8974.61,1,20,150,6,20,10,0.01,0,2,6
0.934001,4.27782,12200.8,5.6077,12206.4,1,20,150,6,20,20,0.01,0,1022,6
0.878478,5.2734,11645,4.54845,11649.6,1,20,150,6,20,20,0.01,0,510,6
0.80177,5.87016,11303.6,4.0861,11307.7,1,20,150,6,20,20,0.01,0,254,6
0.707546,6.03402,11212.1,3.97321,11216.1,1,20,150,6,20,20,0.01,0,126,6
0.611831,5.93268,11251.8,4.03651,11255.9,1,20,150,6,20,20,0.01,0,62,6
0.528475,5.70696,11372.1,4.1939,11376.3,1,20,150,6,20,20,0.01,0,30,6
0.369757,4.9929,11765.3,4.79566,11770.1,1,20,150,6,20,20,0.01,0,6,6
0.447755,5.39412,11543.5,4.44118,11547.9,1,20,150,6,20,20,0.01,0,14,6
0.286538,4.43544,12075.6,5.40179,12081,1,20,150,6,20,20,0.01,0,2,6
0.905045,4.9056,12713.7,7.33346,12721,1,20,150,6,20,30,0.01,0,1022,6
0.835365,5.66874,12413.5,6.34468,12419.9,1,20,150,6,20,30,0.01,0,510,6
0.743462,5.98716,12284.8,6.00807,12290.8,1,20,150,6,20,30,0.01,0,254,6
0.645331,5.96886,12290.9,6.0189,12297,1,20,150,6,20,30,0.01,0,126,6
0.556604,5.79144,12342.3,6.19803,12348.5,1,20,150,6,20,30,0.01,0,62,6
0.317554,4.66806,12763.5,7.68934,12771.2,1,20,150,6,20,30,0.01,0,6,6
0.473933,5.50998,12453,6.51316,12459.5,1,20,150,6,20,30,0.01,0,30,6
0.397668,5.15406,12595.7,6.95519,12602.7,1,20,150,6,20,30,0.01,0,14,6
0.234691,4.0296,13008.2,8.90704,13017.1,1,20,150,6,20,30,0.01,0,2,6
