1,0.0014,0,0.118075,0.118075
2,0.0014,0,0.197899,0.197899
3,0.001,0,0.209391,0.209391
1,0.0038,0,0.171515,0.171515,5,60,1500,6,20,3,1e-06,14,6
1,0.0024,0,0.126086,0.126086
2,0.0024,0,0.213328,0.213328
3,0.0024,0,0.238719,0.238719
1,0.0072,0,0.192711,0.192711,5,60,1500,6,20,3,1.77828e-06,14,6
1,0.0042,0,0.131882,0.131882
2,0.0042,0,0.221061,0.221061
3,0.0048,0,0.249379,0.249379
1,0.0132,0,0.202983,0.202983,5,60,1500,6,20,3,3.16228e-06,14,6
1,0.0076,0,0.133871,0.133871
2,0.0076,0,0.226372,0.226372
3,0.0074,0,0.252822,0.252822
1,0.0226,0,0.203926,0.203926,5,60,1500,6,20,3,5.62341e-06,14,6
1,0.0134,0,0.134874,0.134874
2,0.0134,0,0.233331,0.233331
3,0.0136,0,0.264815,0.264815
0.990196,0.0404,0,0.211273,0.211273,5,60,1500,6,20,3,1e-05,14,6
1,0.0238,0,0.135971,0.135971
2,0.0236,0,0.230499,0.230499
3,0.024,0,0.257552,0.257552
1,0.0714,0,0.208083,0.208083,5,60,1500,6,20,3,1.77828e-05,14,6
1,0.042,0,0.136634,0.136634
2,0.0422,0,0.231179,0.231179
3,0.0404,0,0.259355,0.259355
1,0.1246,0,0.208446,0.208446,5,60,1500,6,20,3,3.16228e-05,14,6
1,0.075,0,0.137002,0.137002
2,0.075,0,0.232159,0.232159
3,0.069,0.000142142,0.259104,0.259246
1,0.219,4.47845e-05,0.208061,0.208105,5,60,1500,6,20,3,5.62341e-05,14,6
1,0.1334,0,0.138197,0.138197
2,0.1332,0,0.232477,0.232477
3,0.1258,0.00022232,0.260099,0.260321
1,0.3924,7.12737e-05,0.209281,0.209352,5,60,1500,6,20,3,0.0001,14,6
1,0.237,0,0.137766,0.137766
2,0.237,0,0.233085,0.233085
3,0.2266,0.000381745,0.261171,0.261552
1,0.7006,0.00012347,0.209924,0.210047,5,60,1500,6,20,3,0.000177828,14,6
1,0.4216,0,0.13946,0.13946
2,0.4216,0,0.234388,0.234388
3,0.4228,0.000590156,0.265069,0.265659
0.999368,1.266,0.000197092,0.213021,0.213219,5,60,1500,6,20,3,0.000316228,14,6
1,0.7498,0,0.139774,0.139774
2,0.7498,0,0.235362,0.235362
3,0.7382,0.00146617,0.266966,0.268432
0.998929,2.2378,0.000483657,0.21376,0.214243,5,60,1500,6,20,3,0.000562341,14,6
1,1.3332,0,0.142359,0.142359
2,1.3332,0,0.237593,0.237593
3,1.3162,0.00368059,0.273473,0.277154
0.998696,3.9826,0.00121639,0.217571,0.218787,5,60,1500,6,20,3,0.001,14,6
1,2.3712,0,0.146108,0.146108
2,2.371,0,0.241087,0.241087
3,2.3496,0.00878174,0.286611,0.295393
0.997356,7.0918,0.0029095,0.224413,0.227322,5,60,1500,6,20,3,0.00177828,14,6
1,4.2164,0,0.215969,0.215969
2,4.2164,0,0.254431,0.254431
3,4.1892,0.0294674,0.341542,0.371009
0.983834,12.622,0.00978012,0.270494,0.280275,5,60,1500,6,20,3,0.00316228,14,6
1,7.498,0,0.18405,0.18405
2,7.4978,1.99722e-05,0.403074,0.403094
3,7.4544,0.0971323,0.417477,0.51461
0.956052,22.4502,0.0322586,0.334706,0.366965,5,60,1500,6,20,3,0.00562341,14,6
1,13.3334,0.00140416,0.286407,0.287811
2,13.3334,0.0138977,0.408797,0.422694
3,11.104,5558.15,1.08067,5559.23
0.878011,37.7708,1634.01,0.56311,1634.57,5,60,1500,6,20,3,0.01,14,6
1,23.7102,0.205061,0.406723,0.611784
2,23.7112,0.266362,0.457574,0.723936
3,0.3364,32389.9,35.5003,32425.4
0.888117,47.7578,228.384,0.679165,229.064,5,60,1500,6,20,3,0.0177828,14,6
1,42.1644,1.56469,0.275924,1.84062
2,19.8878,18023.9,0.603347,18024.5
3,0.0814,33643.3,141.762,33785.1
0.962688,62.1336,5814.26,0.566085,5814.82,5,60,1500,6,20,3,0.0316228,14,6
1,74.979,1.23439,0.159472,1.39386
2,1.9896,33278.5,6.02533,33284.5
3,0.0058,32570.2,1615.85,34186
0.991062,76.9744,863.825,0.432831,864.258,5,60,1500,6,20,3,0.0562341,14,6
1,79.3684,13859.9,0.151194,13860.1
2,0.0408,60425.7,16.8372,60442.5
3,0,0,0,0
0.99995,79.4092,13883.8,0.159767,13884,5,60,1500,6,20,3,0.1,14,6
