1,0.1344,0,0.258398,0.258398,1,20,1500,6,20,1,0.0001,0,15,6
1,0.2622,0.000548943,0.261721,0.26227,1,20,1500,6,20,2,0.0001,0,15,6
1,0.4506,0.00229173,0.261089,0.263381,1,20,1500,6,20,1,0.000316228,0,15,6
1,0.411,0.000512661,0.259918,0.26043,1,20,1500,6,20,3,0.0001,0,15,6
1,1.3344,0.00388174,0.262895,0.266776,1,20,1500,6,20,1,0.001,0,15,6
0.997139,0.8364,0.00143361,0.264018,0.265452,1,20,1500,6,20,2,0.000316228,0,15,6
1,0.5388,5.66592e-06,0.260472,0.260478,1,20,1500,6,20,4,0.0001,0,15,6
1,0.6804,0.000168359,0.262308,0.262476,1,20,1500,6,20,5,0.0001,0,15,6
1,0.7698,0.000450962,0.263514,0.263965,1,20,1500,6,20,6,0.0001,0,15,6
1,1.3098,0.00141732,0.265269,0.266686,1,20,1500,6,20,3,0.000316228,0,15,6
0.999116,2.7138,0.00477373,0.270724,0.275498,1,20,1500,6,20,2,0.001,0,15,6
1,1.6752,0.000899229,0.266038,0.266938,1,20,1500,6,20,4,0.000316228,0,15,6
1,4.2576,0.0152609,0.271075,0.286336,1,20,1500,6,20,1,0.00316228,0,15,6
1,0.9774,0.000535792,0.262187,0.262723,1,20,1500,6,20,7,0.0001,0,15,6
0.99773,1.0548,0.000579338,0.266236,0.266815,1,20,1500,6,20,8,0.0001,0,15,6
0.995937,1.1766,0.000420071,0.266829,0.267249,1,20,1500,6,20,9,0.0001,0,15,6
0.997713,2.094,0.00138688,0.27024,0.271627,1,20,1500,6,20,5,0.000316228,0,15,6
0.998124,1.2768,0.000441036,0.266393,0.266834,1,20,1500,6,20,10,0.0001,0,15,6
0.996689,1.4448,0.000368078,0.26643,0.266798,1,20,1500,6,20,11,0.0001,0,15,6
0.998573,2.5188,0.0015949,0.272896,0.274491,1,20,1500,6,20,6,0.000316228,0,15,6
0.998494,3.9768,0.00500927,0.277921,0.28293,1,20,1500,6,20,3,0.001,0,15,6
0.999248,1.5936,0.000460053,0.267017,0.267477,1,20,1500,6,20,12,0.0001,0,15,6
0.999174,2.9046,0.00155783,0.273016,0.274574,1,20,1500,6,20,7,0.000316228,0,15,6
0.993769,8.4216,0.020447,0.299442,0.319889,1,20,1500,6,20,2,0.00316228,0,15,6
1,1.767,0.000265159,0.266381,0.266646,1,20,1500,6,20,13,0.0001,0,15,6
0.995979,5.3502,0.00506931,0.2878,0.292869,1,20,1500,6,20,4,0.001,0,15,6
1,13.4148,0.0820833,0.296505,0.378589,1,20,1500,6,20,1,0.01,0,15,6
0.998114,1.9056,0.000345809,0.269479,0.269825,1,20,1500,6,20,14,0.0001,0,15,6
0.998798,1.9938,0.000219361,0.268352,0.268571,1,20,1500,6,20,15,0.0001,0,15,6
0.998255,3.4332,0.00112196,0.277601,0.278723,1,20,1500,6,20,8,0.000316228,0,15,6
0.997139,2.091,0.000229105,0.270242,0.270471,1,20,1500,6,20,16,0.0001,0,15,6
0.998394,2.238,0.000635004,0.269714,0.270349,1,20,1500,6,20,17,0.0001,0,15,6
0.996529,3.7896,0.00196094,0.281651,0.283612,1,20,1500,6,20,9,0.000316228,0,15,6
0.994259,6.6504,0.0062831,0.297449,0.303732,1,20,1500,6,20,5,0.001,0,15,6
0.994886,4.2018,0.0017139,0.284658,0.286372,1,20,1500,6,20,10,0.000316228,0,15,6
0.99846,2.3334,0.000475897,0.270579,0.271055,1,20,1500,6,20,18,0.0001,0,15,6
0.995737,2.5224,0.000508,0.273427,0.273935,1,20,1500,6,20,19,0.0001,0,15,6
0.999092,2.6394,0.000301387,0.273427,0.273728,1,20,1500,6,20,20,0.0001,0,15,6
0.994579,4.6236,0.00156553,0.28614,0.287705,1,20,1500,6,20,11,0.000316228,0,15,6
0.984272,12.6918,0.0296223,0.33758,0.367202,1,20,1500,6,20,3,0.00316228,0,15,6
0.991604,7.9362,0.00709738,0.308388,0.315486,1,20,1500,6,20,6,0.001,0,15,6
0.996573,2.7918,0.000213942,0.274006,0.27422,1,20,1500,6,20,21,0.0001,0,15,6
0.99548,5.0214,0.00190256,0.288858,0.290761,1,20,1500,6,20,12,0.000316228,0,15,6
0.995955,2.9544,0.000439269,0.277667,0.278106,1,20,1500,6,20,22,0.0001,0,15,6
0.997604,2.9982,0.000165075,0.275232,0.275397,1,20,1500,6,20,23,0.0001,0,15,6
0.990927,9.24,0.0073858,0.316521,0.323906,1,20,1500,6,20,7,0.001,0,15,6
1,33.6426,2954.5,0.356683,2954.85,1,20,1500,6,20,1,0.0316228,0,15,6
0.994964,5.4534,0.00204768,0.29073,0.292777,1,20,1500,6,20,13,0.000316228,0,15,6
0.998516,3.2298,0.000428732,0.275828,0.276256,1,20,1500,6,20,24,0.0001,0,15,6
0.953981,26.4186,0.41621,0.464231,0.880441,1,20,1500,6,20,2,0.01,0,15,6
0.994363,5.8212,0.00175117,0.294509,0.29626,1,20,1500,6,20,14,0.000316228,0,15,6
0.995579,3.243,0.000247703,0.277221,0.277469,1,20,1500,6,20,25,0.0001,0,15,6
0.973555,16.7208,0.0425319,0.384778,0.42731,1,20,1500,6,20,4,0.00316228,0,15,6
1,33.6432,10709.3,0.35668,10709.6,1,20,1500,6,20,1,0.1,0,15,6
0.99694,3.519,0.000470978,0.278292,0.278763,1,20,1500,6,20,26,0.0001,0,15,6
0.984833,10.6362,0.00835061,0.333581,0.341931,1,20,1500,6,20,8,0.001,0,15,6
0.996567,3.4836,0.000289476,0.277808,0.278098,1,20,1500,6,20,27,0.0001,0,15,6
0.992154,6.3732,0.00174557,0.299605,0.301351,1,20,1500,6,20,15,0.000316228,0,15,6
