1,0.0006,0,0.130512,0.130512
2,0.0021,0,0.223104,0.223104
3,0.0012,0,0.193246,0.193246
4,0.0003,0,0,0
5,0,0,0,0
1,0.0042,0,0.18541,0.18541,1,40,1500,6,20,5,1e-06,14,6
1,0.0045,0,0.241222,0.241222
2,0.0033,0,0.235371,0.235371
3,0.003,0,0.233315,0.233315
4,0.0012,0,0.193123,0.193123
5,0.0042,0,0.240975,0.240975
1,0.0162,0,0.234939,0.234939,1,40,1500,6,20,5,3.16228e-06,14,6
1,0.0126,0,0.253847,0.253847
2,0.0141,0,0.255822,0.255822
3,0.0135,0,0.254437,0.254437
4,0.0108,0,0.252263,0.252263
5,0.0186,0,0.255636,0.255636
1,0.0696,0,0.254594,0.254594,1,40,1500,6,20,5,1e-05,14,6
1,0.0441,0,0.258115,0.258115
2,0.0468,0,0.260035,0.260035
3,0.0402,0,0.259389,0.259389
4,0.0492,0,0.259003,0.259003
5,0.0474,0,0.260993,0.260993
1,0.2277,0,0.259525,0.259525,1,40,1500,6,20,5,3.16228e-05,14,6
1,0.1422,0,0.261736,0.261736
2,0.1296,0.000891815,0.261227,0.262118
3,0.1227,0.000229638,0.263446,0.263676
4,0.1437,0.000492052,0.264198,0.26469
5,0.1317,0,0.262982,0.262982
0.999105,0.6699,0.000320143,0.262724,0.263044,1,40,1500,6,20,5,0.0001,14,6
1,0.4305,0.00139746,0.270769,0.272166
2,0.4233,0.00279785,0.271002,0.2738
3,0.4044,0.000892989,0.268914,0.269807
4,0.4188,0.00126842,0.27013,0.271399
5,0.4206,0.00328963,0.270671,0.273961
0.996863,2.0976,0.00193645,0.270311,0.272248,1,40,1500,6,20,5,0.000316228,14,6
1,1.3311,0.00491992,0.300807,0.305727
2,1.3425,0.00604999,0.300289,0.306339
3,1.3002,0.00543002,0.301261,0.306691
4,1.3374,0.00635928,0.304891,0.31125
5,1.3047,0.00705605,0.306749,0.313805
0.979698,6.6159,0.00596171,0.302788,0.30875,1,40,1500,6,20,5,0.001,14,6
1,4.2063,0.139602,0.555262,0.694863
2,4.2222,0.138917,0.552341,0.691257
3,4.2051,0.144088,0.547876,0.691964
4,4.1856,0.145058,0.54732,0.692378
5,4.1166,0.138646,0.547385,0.686032
0.817693,20.9358,0.141268,0.550053,0.69132,1,40,1500,6,20,5,0.00316228,14,6
1,6.7005,20292.2,1.78913,20294
2,6.8118,20271.6,1.76131,20273.4
3,6.819,20897.7,1.7595,20899.4
4,6.711,20268.2,1.78718,20270
5,6.8424,20119,1.75375,20120.7
0.602874,33.8847,20370.2,1.77004,20372,1,40,1500,6,20,5,0.0316228,14,6
1,6.8805,11844.4,1.74224,11846.1
2,6.7785,11844.1,1.76965,11845.9
3,6.8355,11870.2,1.75468,11871.9
4,6.8034,11776.3,1.76381,11778
5,6.618,11925.2,1.8125,11927
0.604565,33.9159,11851.6,1.76826,11853.4,1,40,1500,6,20,5,0.01,14,6
1,6.8265,23186.8,1.75724,23188.5
2,6.7008,22645.9,1.79027,22647.7
3,6.855,23291.7,1.74906,23293.4
4,6.7515,22875.4,1.77625,22877.1
5,6.717,23387,1.78646,23388.8
0.6021,33.8508,23078.6,1.77171,23080.4,1,40,1500,6,20,5,0.1,14,6
