1,0.0024,0,0.064172,0.064172,1,20,1500,6,20,5,1e-06,0,15,6
1,0.0138,0,0.203734,0.203734,1,20,1500,6,20,5,3.16228e-06,0,15,6
1,0.0744,0,0.249579,0.249579,1,20,1500,6,20,5,1e-05,0,15,6
1,0.2328,0,0.25843,0.25843,1,20,1500,6,20,5,3.16228e-05,0,15,6
1,0.6804,0.000168359,0.262165,0.262333,1,20,1500,6,20,5,0.0001,0,15,6
0.997143,2.094,0.00145439,0.270873,0.272327,1,20,1500,6,20,5,0.000316228,0,15,6
0.992656,6.6504,0.00664453,0.298937,0.305582,1,20,1500,6,20,5,0.001,0,15,6
0.951296,20.8956,0.0777979,0.460445,0.538243,1,20,1500,6,20,5,0.00316228,0,15,6
0.736618,33.87,6957.43,1.77059,6959.2,1,20,1500,6,20,5,0.01,0,15,6
0.738355,33.8856,11966.9,1.77023,11968.7,1,20,1500,6,20,5,0.0316228,0,15,6
0.736056,33.8424,13580.3,1.77238,13582.1,1,20,1500,6,20,5,0.1,0,15,6
