1,0.0024,0,0.064172,0.064172,1,20,1500,6,20,5,1e-06,14,6
1,0.0138,0,0.202691,0.202691,1,20,1500,6,20,5,3.16228e-06,14,6
1,0.0744,0,0.249208,0.249208,1,20,1500,6,20,5,1e-05,14,6
1,0.2328,0,0.258505,0.258505,1,20,1500,6,20,5,3.16228e-05,14,6
0.998239,0.6804,0.000163068,0.262871,0.263034,1,20,1500,6,20,5,0.0001,14,6
0.994302,2.094,0.00245963,0.271088,0.273548,1,20,1500,6,20,5,0.000316228,14,6
0.978029,6.6504,0.0065209,0.303315,0.309836,1,20,1500,6,20,5,0.001,14,6
0.81544,20.895,0.143438,0.551262,0.6947,1,20,1500,6,20,5,0.00316228,14,6
0.601832,33.8628,11987.9,1.77061,11989.6,1,20,1500,6,20,5,0.0316228,14,6
0.604326,33.9132,6952.39,1.76817,6954.16,1,20,1500,6,20,5,0.01,14,6
0.600623,33.8052,13575.2,1.7735,13577,1,20,1500,6,20,5,0.1,14,6
