1.10008 -58.386
1.20008 -58.386
1.30008 -58.386
1.40008 -58.386
1.50008 -58.386
1.60008 -58.386
1.70008 -58.386
1.80008 -58.386
1.90008 -58.386
2.00008 -58.386
2.10008 -58.386
2.20008 -58.386
2.30008 -58.386
2.40008 -58.386
2.50008 -58.386
2.60008 -58.386
2.70008 -58.386
2.80008 -58.386
2.90008 -58.386
3.00008 -58.386
3.10008 -58.386
3.20008 -58.386
3.30008 -58.386
3.40008 -58.386
3.50008 -58.386
3.60008 -58.386
3.70008 -58.386
3.80008 -58.386
3.90008 -58.386
4.00008 -58.386
4.10008 -58.386
4.20008 -58.386
4.30008 -58.386
4.40008 -58.386
4.50008 -58.386
4.60008 -58.386
4.70008 -58.386
4.80008 -58.386
4.90008 -58.386
5.00008 -58.386
5.10008 -58.386
5.20008 -58.386
5.30008 -58.386
5.40008 -58.386
5.50008 -58.386
5.60008 -58.386
5.70008 -58.386
5.80008 -58.386
5.90008 -58.386
6.00008 -58.386
6.10008 -58.386
6.20008 -58.386
6.30008 -58.386
6.40008 -58.386
6.50008 -58.386
6.60008 -58.386
6.70008 -58.386
6.80008 -58.386
6.90008 -58.386
7.00008 -58.386
7.10008 -58.386
7.20008 -58.386
7.30008 -58.386
7.40008 -58.386
7.50008 -58.386
7.60008 -58.386
7.70008 -58.386
7.80008 -58.386
7.90008 -58.386
8.00008 -58.386
8.10008 -58.386
8.20008 -58.386
8.30008 -58.386
8.40008 -58.386
8.50008 -58.386
8.60008 -58.386
8.70008 -58.386
8.80008 -58.386
8.90008 -58.386
9.00008 -58.386
9.10008 -58.386
9.20008 -58.386
9.30008 -58.386
9.40008 -58.386
9.50008 -58.386
9.60008 -58.386
9.70008 -58.386
9.80008 -58.386
9.90008 -58.386
10.0001 -58.386
10.1001 -58.386
10.2001 -58.386
10.3001 -58.386
10.4001 -58.386
10.5001 -58.386
10.6001 -58.386
10.7001 -58.386
10.8001 -58.386
10.9001 -58.386
11.0001 -58.386
11.1001 -58.386
11.2001 -58.386
11.3001 -58.386
11.4001 -58.386
11.5001 -58.386
11.6001 -58.386
11.7001 -58.386
11.8001 -58.386
11.9001 -58.386
12.0001 -58.386
12.1001 -58.386
12.2001 -58.386
12.3001 -58.386
12.4001 -58.386
12.5001 -58.386
12.6001 -58.386
12.7001 -58.386
12.8001 -58.386
12.9001 -58.386
13.0001 -58.386
13.1001 -58.386
13.2001 -58.386
13.3001 -58.386
13.4001 -58.386
13.5001 -58.386
13.6001 -58.386
13.7001 -58.386
13.8001 -58.386
13.9001 -58.386
14.0001 -58.386
14.1001 -58.386
14.2001 -58.386
14.3001 -58.386
14.4001 -58.386
14.5001 -58.386
14.6001 -58.386
14.7001 -58.386
14.8001 -58.386
14.9001 -58.386
15.0001 -58.386
15.1001 -58.386
15.2001 -58.386
15.3001 -58.386
15.4001 -58.386
15.5001 -58.386
15.6001 -58.386
15.7001 -58.386
15.8001 -58.386
15.9001 -58.386
16.0001 -58.386
16.1001 -58.386
16.2001 -58.386
16.3001 -58.386
