1,0.0024,0,0.064172,0.064172,1,20,1500,6,20,5,1e-06,14,6
1,0.0138,0,0.203343,0.203343,1,20,1500,6,20,5,3.16228e-06,14,6
1,0.0744,0,0.249046,0.249046,1,20,1500,6,20,5,1e-05,14,6
1,0.2328,0,0.25867,0.25867,1,20,1500,6,20,5,3.16228e-05,14,6
0.998239,0.6804,0.000163068,0.263151,0.263314,1,20,1500,6,20,5,0.0001,14,6
0.996573,2.094,0.00152041,0.271852,0.273373,1,20,1500,6,20,5,0.000316228,14,6
0.990349,6.6498,0.00711727,0.303436,0.310554,1,20,1500,6,20,5,0.001,14,6
0.901481,20.8956,0.156215,0.552754,0.708969,1,20,1500,6,20,5,0.00316228,14,6
0.648891,28.2696,8144,2.12059,8146.12,1,20,1500,6,20,5,0.01,14,6
0.650172,28.3008,12350.3,2.11751,12352.4,1,20,1500,6,20,5,0.0316228,14,6
0.648214,28.2642,13700.5,2.11869,13702.6,1,20,1500,6,20,5,0.1,14,6
