1,0.0008,0,0.194568,0.194568
2,0.0018,0,0.230945,0.230945
3,0.0016,0,0.227403,0.227403
4,0.0004,0,0.130216,0.130216
5,0.0004,0,0.131102,0.131102
1,0.005,0,0.207946,0.207946,1,60,1500,6,20,5,1e-06,14,6
1,0.0044,0,0.248232,0.248232
2,0.0044,0,0.24742,0.24742
3,0.004,0,0.246818,0.246818
4,0.0022,0,0.237628,0.237628
5,0.0062,0,0.251094,0.251094
1,0.0212,0,0.247533,0.247533,1,60,1500,6,20,5,3.16228e-06,14,6
1,0.0128,0,0.255586,0.255586
2,0.0136,0,0.256154,0.256154
3,0.0126,0,0.255752,0.255752
4,0.0124,0,0.255437,0.255437
5,0.016,0,0.256249,0.256249
1,0.0674,0,0.255862,0.255862,1,60,1500,6,20,5,1e-05,14,6
1,0.0444,0,0.25843,0.25843
2,0.0416,0,0.260017,0.260017
3,0.0398,0,0.260355,0.260355
4,0.0478,0,0.260742,0.260742
5,0.0452,0,0.259945,0.259945
1,0.2188,0,0.2599,0.2599,1,60,1500,6,20,5,3.16228e-05,14,6
1,0.139,0.000344207,0.262144,0.262488
2,0.1314,0.00125546,0.262535,0.26379
3,0.1258,0.000503948,0.261615,0.262119
4,0.1378,0.000582763,0.262948,0.263531
5,0.1356,0,0.26284,0.26284
1,0.6696,0.000532429,0.262428,0.26296,1,60,1500,6,20,5,0.0001,14,6
1,0.4294,0.00132953,0.26931,0.270639
2,0.4256,0.00197378,0.270629,0.272603
3,0.405,0.00117214,0.267761,0.268933
4,0.4134,0.00116288,0.26726,0.268423
5,0.4104,0.00110101,0.268751,0.269852
0.998275,2.0838,0.00135245,0.268761,0.270114,1,60,1500,6,20,5,0.000316228,14,6
1,1.3314,0.00536937,0.293997,0.299366
2,1.338,0.00630829,0.291756,0.298064
3,1.3092,0.00514074,0.292866,0.298007
4,1.3386,0.00532246,0.293852,0.299174
5,1.3124,0.00626629,0.294592,0.300858
0.991921,6.6296,0.0056818,0.29341,0.299091,1,60,1500,6,20,5,0.001,14,6
1,4.2158,0.0862481,0.463229,0.549477
2,4.2148,0.0942857,0.465746,0.560031
3,4.2178,0.0873105,0.463307,0.550618
4,4.204,0.0859263,0.461431,0.547358
5,4.1614,0.0773211,0.462349,0.53967
0.922897,21.0138,0.0862413,0.463216,0.549457,1,60,1500,6,20,5,0.00316228,14,6
1,6.489,17611.4,1.8492,17613.2
2,6.3638,17709.3,1.88551,17711.2
3,6.2862,17969.7,1.90868,17971.6
4,6.2452,18231.8,1.92104,18233.7
5,6.2626,17955.9,1.9161,17957.8
0.649914,31.6468,17892.9,1.89573,17894.8,1,60,1500,6,20,5,0.01,14,6
1,6.4086,29144.7,1.87198,29146.6
2,6.1922,28919.5,1.93747,28921.4
3,6.3684,29181.9,1.88399,29183.7
4,6.1988,28718.5,1.93515,28720.4
5,6.4822,29501.6,1.85112,29503.4
0.649683,31.6502,29097.7,1.89531,29099.6,1,60,1500,6,20,5,0.0316228,14,6
1,6.3994,32540.8,1.87473,32542.7
2,6.2322,32900.2,1.92547,32902.2
3,6.3728,33095.6,1.88077,33097.5
4,6.2566,32105.1,1.91792,32107
5,6.3588,32620.5,1.88707,32622.4
0.648101,31.6198,32653.3,1.89698,32655.2,1,60,1500,6,20,5,0.1,14,6
